file,PAC Name (Affiliate),Country of Origin/Parent Company,Total,Dems,Repubs
"data/Foreign Connected PACs, 2021-2022.csv",Putnam Investments (Power Financial Corp),Canada/Power Financial Corp,"$11,500","$5,500","$6,000"
"data/Foreign Connected PACs, 2021-2022.csv",RBC Bank (Royal Bank of Canada),Canada/Royal Bank of Canada,"$91,500","$45,000","$46,500"
"data/Foreign Connected PACs, 2021-2022.csv",Recurrent Energy,Canada/Canadian Solar,"$13,900","$9,900","$4,000"
"data/Foreign Connected PACs, 2021-2022.csv",RELX Inc,UK/RELX Group,"$94,500","$58,500","$36,000"
"data/Foreign Connected PACs, 2021-2022.csv",Resolute FP US,Canada/Resolute Forest Products,"$75,500","$5,500","$70,000"
"data/Foreign Connected PACs, 2021-2022.csv",Reynolds American (British American Tobacco),UK/British American Tobacco plc,"$242,100","$63,600","$178,500"
"data/Foreign Connected PACs, 2021-2022.csv",Rio Tinto America,UK/Rio Tinto Group,"$33,500","$14,500","$19,000"
"data/Foreign Connected PACs, 2021-2022.csv",Roche Diagnostics (Roche Holdings),Switzerland/Roche Holdings,"$103,000","$50,000","$53,000"
"data/Foreign Connected PACs, 2021-2022.csv",Rolls-Royce North America (Rolls-Royce PLC),UK/Rolls-Royce PLC,"$234,000","$87,000","$147,000"
"data/Foreign Connected PACs, 2021-2022.csv",Saab North America,Sweden/Saab AB,"$4,500","$2,500","$2,000"
"data/Foreign Connected PACs, 2021-2022.csv",Sabic Innovative Plastics,Saudi Arabia/SABIC,"$7,000","$6,000","$1,000"
"data/Foreign Connected PACs, 2021-2022.csv",Safelite Group,Belgium/D'Ieteren SA,"$3,500","$3,500",$0
"data/Foreign Connected PACs, 2021-2022.csv",Samsung Electronics America,South Korea/Samsung Group,"$394,000","$214,500","$179,500"
"data/Foreign Connected PACs, 2021-2022.csv",Sanofi US (Sanofi),France/Sanofi,"$233,000","$122,500","$110,500"
"data/Foreign Connected PACs, 2021-2022.csv",Santander Bank (Banco Santander),Spain/Banco Santander,"$86,500","$54,000","$32,500"
"data/Foreign Connected PACs, 2021-2022.csv",SAP America,Germany/SAP SE,"$88,500","$43,500","$45,000"
"data/Foreign Connected PACs, 2021-2022.csv",Schwan's Co,South Korea/CJ CheilJedang,"$162,500","$49,000","$113,500"
"data/Foreign Connected PACs, 2021-2022.csv",Securitas Security Services USA,Sweden/Securitas AB,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Serco Inc,UK/Serco Group,"$117,500","$69,000","$48,500"
"data/Foreign Connected PACs, 2021-2022.csv",Shell USA,UK/Shell plc,"$5,000",$0,"$5,000"
"data/Foreign Connected PACs, 2021-2022.csv",Siemens Corp (Siemens AG),Germany/Siemens AG,"$184,000","$101,500","$82,500"
"data/Foreign Connected PACs, 2021-2022.csv",Smith & Nephew,UK/Smith & Nephew Plc,"$96,000","$56,500","$39,500"
"data/Foreign Connected PACs, 2021-2022.csv",Smithfield Foods,China/WH Group,"$41,000","$19,000","$22,000"
"data/Foreign Connected PACs, 2021-2022.csv",Smiths Group Services Corp (Smiths Group),UK/Smiths Group PLC,"$33,500","$16,500","$17,000"
"data/Foreign Connected PACs, 2021-2022.csv",Sodexo Inc,France/Sodexo,"$2,900","$2,900",$0
"data/Foreign Connected PACs, 2021-2022.csv",Solvay America,Belgium/Solvay SA,"$65,000","$35,500","$29,500"
"data/Foreign Connected PACs, 2021-2022.csv",Sony Music Entertainment (Sony Corp),Japan/Sony Corp,"$32,500","$19,500","$13,000"
"data/Foreign Connected PACs, 2021-2022.csv",Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$42,500","$26,000","$16,500"
"data/Foreign Connected PACs, 2021-2022.csv",Spark Therapeutics (Roche Holdings),Switzerland/Roche Holdings,"$8,500","$6,500","$2,000"
"data/Foreign Connected PACs, 2021-2022.csv",SSAB Americas,Sweden/SSAB AB,"$31,500","$9,000","$22,500"
"data/Foreign Connected PACs, 2021-2022.csv",Standard Insurance Co,Japan/Meiji Yasuda Life Insurance,"$4,500","$2,000","$2,500"
"data/Foreign Connected PACs, 2021-2022.csv",Steris Corp,Ireland/Steris PLC,"$65,000","$27,500","$37,500"
"data/Foreign Connected PACs, 2021-2022.csv",Sun Life Financial (Sun Life Financial),Canada/Sun Life Financial,"$132,000","$75,000","$57,000"
"data/Foreign Connected PACs, 2021-2022.csv",Sunovion Pharmaceuticals (Sumitomo Chemical),Japan/Sumitomo Chemical,"$107,200","$51,900","$55,300"
"data/Foreign Connected PACs, 2021-2022.csv",Sunpower Corp,France/TotalEnergies,"$32,000","$28,500","$3,500"
"data/Foreign Connected PACs, 2021-2022.csv",Swedish Match North America (Swedish Match AB),Sweden/Swedish Match AB,"$5,000",$0,"$5,000"
"data/Foreign Connected PACs, 2021-2022.csv",Swiss Re America,Switzerland/Swiss Reinsurance,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Syngenta Corp,China/ChemChina,"$207,000","$56,000","$151,000"
"data/Foreign Connected PACs, 2021-2022.csv",Tabacalera USA (Imperial Brands),UK/Imperial Brands,"$4,321","$2,300","$2,021"
"data/Foreign Connected PACs, 2021-2022.csv",Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$207,500","$119,000","$88,500"
"data/Foreign Connected PACs, 2021-2022.csv",TD Bank USA,Canada/Toronto-Dominion Bank,"$259,500","$144,500","$114,000"
"data/Foreign Connected PACs, 2021-2022.csv",TE Connectivity,Switzerland/TE Connectivity,"$92,000","$39,500","$52,500"
"data/Foreign Connected PACs, 2021-2022.csv",TECO Energy,Canada/Emera Inc,"$37,000","$4,500","$32,500"
"data/Foreign Connected PACs, 2021-2022.csv",Teva Pharmaceuticals USA,Israel/Teva Pharmaceutical Industries,"$72,400","$34,500","$37,900"
"data/Foreign Connected PACs, 2021-2022.csv",Toyota Motor North America,Japan/Toyota Motor Corp,"$1,053,977","$538,097","$515,880"
"data/Foreign Connected PACs, 2021-2022.csv",Trane Technologies,Ireland/Trane Technologies,"$26,300","$3,300","$23,000"
"data/Foreign Connected PACs, 2021-2022.csv",TransAmerica,Netherlands/Aegon NV,"$418,500","$211,000","$207,500"
"data/Foreign Connected PACs, 2021-2022.csv",Transcanada USA Services (TC Energy),Canada/TC Energy,"$138,500","$30,500","$108,000"
"data/Foreign Connected PACs, 2021-2022.csv",UBS Americas,Switzerland/UBS AG,"$1,470,000","$775,000","$695,000"
"data/Foreign Connected PACs, 2021-2022.csv",UCB Inc (UCB SA),Belgium/UCB SA,"$52,500","$31,000","$21,500"
"data/Foreign Connected PACs, 2021-2022.csv",Universal Music Group (Universal Music Group),Netherlands/Universal Music Group NV,"$131,000","$76,000","$55,000"
"data/Foreign Connected PACs, 2021-2022.csv",Valent USA (Sumitomo Chemical),Japan/Sumitomo Chemical,"$8,000","$4,500","$3,500"
"data/Foreign Connected PACs, 2021-2022.csv",Varian Medical Systems (Siemens AG),Germany/Siemens AG,"$65,800","$39,300","$26,500"
"data/Foreign Connected PACs, 2021-2022.csv",Veolia North America,France/Veolia Environnement,"$20,500","$18,500","$2,000"
"data/Foreign Connected PACs, 2021-2022.csv",VNA Holding (AB Volvo),Sweden/AB Volvo,"$67,500","$40,000","$27,500"
"data/Foreign Connected PACs, 2021-2022.csv",VT Halter Marine,Singapore/ST Engineering,"$18,000","$1,000","$17,000"
"data/Foreign Connected PACs, 2021-2022.csv",Washington Gas Light Co (AltaGas Ltd),Canada/AltaGas Ltd,"$23,400","$14,400","$9,000"
"data/Foreign Connected PACs, 2021-2022.csv",Westinghouse Electric (Brookfield Asset Management),Canada/Brookfield Asset Management,"$41,000","$15,000","$26,000"
"data/Foreign Connected PACs, 2021-2022.csv",WSP USA,Canada/WSP Global,"$64,750","$44,250","$20,500"
"data/Foreign Connected PACs, 2021-2022.csv",ZF Automotive US (ZF Friedrichshafen AG),Germany/ZF Friedrichshafen AG,"($2,000)",$0,"($2,000)"
"data/Foreign Connected PACs, 2021-2022.csv",Zurich Insurance (Zurich Insurance Group),Switzerland/Zurich Insurance Group,"$308,000","$144,000","$164,000"
"data/Foreign Connected PACs, 2023-2024.csv",Accenture (Accenture),Ireland/Accenture plc,$42000,$20500,$21500
"data/Foreign Connected PACs, 2023-2024.csv",Acreage Holdings,Canada/Acreage Holdings,$0,$0,$0
"data/Foreign Connected PACs, 2023-2024.csv",Air Liquide America,France/L'Air Liquide SA,$27500,$7000,$20500
"data/Foreign Connected PACs, 2023-2024.csv",Airbus Group,Netherlands/Airbus Group,$270750,$83250,$187500
"data/Foreign Connected PACs, 2023-2024.csv",Alexion Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca PLC,$115000,$61000,$54000
"data/Foreign Connected PACs, 2023-2024.csv",Alkermes Inc,Ireland/Alkermes Plc,$78000,$37000,$41000
"data/Foreign Connected PACs, 2023-2024.csv",Allianz of America (Allianz),Germany/Allianz AG Holding,$51000,$28500,$22500
"data/Foreign Connected PACs, 2023-2024.csv",AMG Vanadium,Netherlands/AMG Advanced Metallurgical Group,$0,$0,$0
"data/Foreign Connected PACs, 2023-2024.csv",Anheuser-Busch (Anheuser-Busch InBev),Belgium/Anheuser-Busch InBev,$242000,$98500,$143500
"data/Foreign Connected PACs, 2023-2024.csv",AON Corp (AON plc),UK/AON PLC,$66500,$25000,$41500
"data/Foreign Connected PACs, 2023-2024.csv",APL Maritime (CMA CGM),France/CMA CGM SA,$15000,$7500,$7500
"data/Foreign Connected PACs, 2023-2024.csv",Arcadis US (Arcadis NV),Netherlands/Arcadis NV,$0,$0,$0
"data/Foreign Connected PACs, 2023-2024.csv",Arcadis US (Arcadis NV),Netherlands/Arcadis NV,$0,$0,$0
"data/Foreign Connected PACs, 2023-2024.csv",ArcelorMittal,Luxembourg/ArcelorMittal,$12500,$6000,$6500
"data/Foreign Connected PACs, 2023-2024.csv",Arch Capital Group (US),UK/Arch Capital Group,$7500,$1000,$6500
"data/Foreign Connected PACs, 2023-2024.csv",Arkema Inc,France/Arkema,$30500,$16000,$14500
"data/Foreign Connected PACs, 2023-2024.csv",Ashta Chemicals,UK/INEOS Group,$315,$0,$315
"data/Foreign Connected PACs, 2023-2024.csv",Ashton Woods Homes,Canada/Great Gulf Group,$4500,$0,$4500
"data/Foreign Connected PACs, 2023-2024.csv",Assured Guaranty Municipal Corp (Assured Guaranty Corp),UK/Assured Guaranty Ltd,$60000,$27500,$27500
"data/Foreign Connected PACs, 2023-2024.csv",Astellas US,Japan/Astellas Pharma,$156750,$85500,$72750
"data/Foreign Connected PACs, 2023-2024.csv",AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca PLC,$295500,$150000,$143500
"data/Foreign Connected PACs, 2023-2024.csv",Atkins North America,Canada/SNC-Lavalin,$11000,$2000,$9000
"data/Foreign Connected PACs, 2023-2024.csv",Austal USA,Australia/Austal Ltd,$51700,$3500,$48200
"data/Foreign Connected PACs, 2023-2024.csv",Avangrid Inc (Iberdrola SA),Spain/Iberdrola SA,$256500,$145000,$111500
"data/Foreign Connected PACs, 2023-2024.csv",Bacardi USA,UK/Bacardi Ltd,$39250,$16000,$20750
"data/Foreign Connected PACs, 2023-2024.csv",BAE Systems (BAE Systems),UK/BAE Systems,$657500,$249500,$401000
"data/Foreign Connected PACs, 2023-2024.csv",Barclays Group US,UK/Barclays plc,$131999,$61999,$69000
"data/Foreign Connected PACs, 2023-2024.csv",BASF Corp,Germany/BASF SE,$382000,$168000,$214000
"data/Foreign Connected PACs, 2023-2024.csv",Bayer Corp (Bayer AG),Germany/Bayer AG,$224091,$81500,$135091
"data/Foreign Connected PACs, 2023-2024.csv",BMO Financial Corp (Bank of Montreal),Canada/Bank of Montreal,$189000,$114500,$75500
"data/Foreign Connected PACs, 2023-2024.csv",BMO Financial Corp (Bank of Montreal),Canada/Bank of Montreal,$0,$0,$0
"data/Foreign Connected PACs, 2023-2024.csv",Boehringer Ingelheim Corp,Germany/CH Boehringer Sohn,$199100,$92600,$108500
"data/Foreign Connected PACs, 2023-2024.csv",Bombardier Aerospace (Bombardier Inc),Canada/Bombardier Inc,$30500,$5000,$25500
"data/Foreign Connected PACs, 2023-2024.csv",BP North America,UK/BP PLC,$41500,$10500,$31000
"data/Foreign Connected PACs, 2023-2024.csv",Bridgestone Americas,Japan/Bridgestone Corp,$24500,$11000,$12500
"data/Foreign Connected PACs, 2023-2024.csv",CAE USA,Canada/CAE Inc,$43500,$18000,$25500
"data/Foreign Connected PACs, 2023-2024.csv",CalPortland Co,Japan/Taiheiyo Cement Co,$333500,$13000,$320500
"data/Foreign Connected PACs, 2023-2024.csv",Canopy Growth USA,Canada/Canopy Growth Corp,$32500,$7500,$25000
"data/Foreign Connected PACs, 2023-2024.csv",Carmeuse Lime,Netherlands/Carmeuse SA,$1000,$0,$1000
"data/Foreign Connected PACs, 2023-2024.csv",Case New Holland,Netherlands/CNH Industrial,$112000,$0,$112000
"data/Foreign Connected PACs, 2023-2024.csv",CEMEX Inc,Mexico/CEMEX SAB de CV,$53200,$16000,$37200
"data/Foreign Connected PACs, 2023-2024.csv",CGI Technologies & Solutions,Canada/CGI Group,$97000,$55000,$42000
"data/Foreign Connected PACs, 2023-2024.csv",Chubb Group of Insurance Companies,Switzerland/Chubb Ltd,$116000,$61000,$55000
"data/Foreign Connected PACs, 2023-2024.csv",CIBC Bancorp,Canada/Canadian Imperial Bank of Commerce,$24500,$3500,$21000
"data/Foreign Connected PACs, 2023-2024.csv",Continental Automotive Systems (Continental AG),Germany/Continental AG,$17500,$7500,$10000
"data/Foreign Connected PACs, 2023-2024.csv",Covestro LLC (Covestro AG),Germany/Covestro AG,$54000,$14000,$40000
"data/Foreign Connected PACs, 2023-2024.csv",Credit Suisse Securities (UBS AG),Switzerland/UBS AG,$0,$0,$0
"data/Foreign Connected PACs, 2023-2024.csv",CRH Americas (CRH PLC),Ireland/CRH PLC,$702600,$282000,$418100
"data/Foreign Connected PACs, 2023-2024.csv",Cronos USA,Canada/Cronos Group,$21500,$5000,$16500
"data/Foreign Connected PACs, 2023-2024.csv",CSL Behring,Australia/CSL Ltd,$34300,$19800,$14500
"data/Foreign Connected PACs, 2023-2024.csv",Cumberland Farms (EG Group),UK/EG Group,$0,$0,$0
"data/Foreign Connected PACs, 2023-2024.csv",Delhaize America,Belgium/Ahold Delhaize,$5500,($1000),$4000
"data/Foreign Connected PACs, 2023-2024.csv",Deutsche Bank Securities,Germany/Deutsche Bank AG,$1950,$0,$1950
"data/Foreign Connected PACs, 2023-2024.csv",Diageo North America (Diageo PLC),UK/Diageo PLC,$54704,$37484,$17220
"data/Foreign Connected PACs, 2023-2024.csv",Eaton Corp (Eaton Corp),Ireland/Eaton Plc,$47000,$20000,$27000
"data/Foreign Connected PACs, 2023-2024.csv",EDF Renewables (EDF Group),France/EDF Group,$77500,$45500,$32000
"data/Foreign Connected PACs, 2023-2024.csv",EDP Renewables NA,Portugal/EDP - Energias de Portugal,$14000,$9000,$5000
"data/Foreign Connected PACs, 2023-2024.csv",EG America (EG Group),UK/EG Group,$0,$0,$0
"data/Foreign Connected PACs, 2023-2024.csv",Eisai Inc,Japan/Eisai Co Ltd,$36050,$18850,$17200
"data/Foreign Connected PACs, 2023-2024.csv",Elbit Systems of America,Israel/Elbit Systems Ltd,$87000,$15500,$71500
"data/Foreign Connected PACs, 2023-2024.csv",Electrolux Home Products,Sweden/AB Electrolux,$2500,$0,$2500
"data/Foreign Connected PACs, 2023-2024.csv",Elekta Inc (Elekta AB),Sweden/Elekta AB,$20000,$10500,$9500
"data/Foreign Connected PACs, 2023-2024.csv",Embraer Aircraft Holdings,Brazil/Embraer-Empresa Brasileira de Aeronautic,$21500,$8500,$13000
"data/Foreign Connected PACs, 2023-2024.csv",EMD Serono Inc,Germany/Merck KGaA,$151000,$67500,$82500
"data/Foreign Connected PACs, 2023-2024.csv",Empire District Electric (Algonquin Power & Utilities),Canada/Algonquin Power & Utilities,$0,$0,$0
"data/Foreign Connected PACs, 2023-2024.csv",Empower Retirement (Power Financial Corp),Canada/Power Financial Corp,$10000,$0,$10000
"data/Foreign Connected PACs, 2023-2024.csv",Enbridge Inc,Canada/Enbridge Inc,$113600,$29400,$81700
"data/Foreign Connected PACs, 2023-2024.csv",Endo Pharmaceuticals,Ireland/Endo International,$252500,$97500,$155000
"data/Foreign Connected PACs, 2023-2024.csv",ENGIE North America,France/ENGIE,$28750,$8250,$20500
"data/Foreign Connected PACs, 2023-2024.csv",Ericsson Inc,Sweden/Telefonaktiebolaget LM Ericsson,$86500,$39000,$47500
"data/Foreign Connected PACs, 2023-2024.csv",Essent US Holdings,UK/Essent Group,$14000,$8000,$6000
"data/Foreign Connected PACs, 2023-2024.csv",Exp Global,Canada/Exp Global,$3300,$3300,$0
"data/Foreign Connected PACs, 2023-2024.csv",Experian,UK/Experian,$490500,$232500,$258000
"data/Foreign Connected PACs, 2023-2024.csv",Farmers Group (Zurich Insurance Group),Switzerland/Zurich Insurance Group,$42500,$15000,$30000
"data/Foreign Connected PACs, 2023-2024.csv",FGS Global (WPP plc),UK/WPP plc,$141584,$58334,$82250
"data/Foreign Connected PACs, 2023-2024.csv",Fincantieri Marinette Marine,Italy/Fincantieri-Cantieri Navali Italiani SpA,$19500,$10000,$9500
"data/Foreign Connected PACs, 2023-2024.csv",Florida East Coast Industries (SoftBank Corp),Japan/SoftBank Corp,$67500,$23500,$44000
"data/Foreign Connected PACs, 2023-2024.csv",Florida East Coast Railway (Grupo Mexico),Mexico/Grupo Mexico,$1175,$0,$1175
"data/Foreign Connected PACs, 2023-2024.csv",Framatome (EDF Group),France/EDF Group,$45000,$14500,$30500
"data/Foreign Connected PACs, 2023-2024.csv",Fresenius Medical Care North America,Germany/Fresenius Medical Care,$239500,$100500,$139000
"data/Foreign Connected PACs, 2023-2024.csv",Garmin International (Garmin Ltd),Switzerland/Garmin Ltd,$148000,$51500,$94000
"data/Foreign Connected PACs, 2023-2024.csv",GE Appliances,China/Haier Group,$2000,$2000,$0
"data/Foreign Connected PACs, 2023-2024.csv",Genentech Inc (Roche Holdings),Switzerland/Roche Holdings,$355650,$203000,$152650
"data/Foreign Connected PACs, 2023-2024.csv",General Cigar Co,Sweden/Scandinavian Tobacco Group,$0,$0,$0
"data/Foreign Connected PACs, 2023-2024.csv",Genesee & Wyoming (Brookfield Asset Management),Canada/Brookfield Asset Management,$58815,$8000,$50815
"data/Foreign Connected PACs, 2023-2024.csv",Gerdau Ameristeel Corp,Brazil/Gerdau Inc,$13500,$4000,$9500
"data/Foreign Connected PACs, 2023-2024.csv",Glenfarne Energy Transition (Glenfarne Group),Australia/Glenfarne Group,$2000,$1000,$1000
"data/Foreign Connected PACs, 2023-2024.csv",Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,$1000,$1000,$0
"data/Foreign Connected PACs, 2023-2024.csv",Greyhound Lines (FlixBus Inc),Germany/Flixbus Inc,$6000,$4000,$2000
"data/Foreign Connected PACs, 2023-2024.csv",GSK plc,UK/GlaxoSmithKline,$179000,$71000,$104500
"data/Foreign Connected PACs, 2023-2024.csv",Haleon plc,UK/Haleon plc,$59500,$19500,$40000
"data/Foreign Connected PACs, 2023-2024.csv",Hannover Life Reassurance Co,Germany/Hannover Re,$17500,$5000,$12500
"data/Foreign Connected PACs, 2023-2024.csv",Headwaters Inc,Australia/Boral Ltd,$6000,$0,$6000
"data/Foreign Connected PACs, 2023-2024.csv",Heidelberg Materials US,Germany/Heidelberg Materials,$149500,$22500,$127000
"data/Foreign Connected PACs, 2023-2024.csv",Heineken USA,Netherlands/L'Arche Green NV,$27000,$14000,$13000
"data/Foreign Connected PACs, 2023-2024.csv",Herbalife International of America,UK/Herbalife Nutrition,$26000,$6000,$20000
"data/Foreign Connected PACs, 2023-2024.csv",Holcim US (Holcim Group),Switzerland/Holcim Group,$16700,$9500,$7200
"data/Foreign Connected PACs, 2023-2024.csv",Horizon Therapeutics (Amgen Inc),Ireland/Horizon Pharma PLC,$103000,$49500,$51000
"data/Foreign Connected PACs, 2023-2024.csv",HSBC North America (HSBC Holdings),UK/HSBC Holdings,$121500,$65500,$58500
"data/Foreign Connected PACs, 2023-2024.csv",HSBC North America (HSBC Holdings),UK/HSBC Holdings,$17000,$12000,$5000
"data/Foreign Connected PACs, 2023-2024.csv",IDEMIA Identity & Security (IDEMIA),France/IDEMIA,$18000,$3500,$14500
"data/Foreign Connected PACs, 2023-2024.csv",IGT Global Solutions,Italy/B&D Holding Di Marco Drago e C Sapa,$30400,$25400,$5000
"data/Foreign Connected PACs, 2023-2024.csv",Infineon Technologies,Germany/Infineon Technologies AG,$12000,$5500,$5500
"data/Foreign Connected PACs, 2023-2024.csv",Intelsat US,Luxembourg/Intelsat Holdings,$52250,$25000,$27250
"data/Foreign Connected PACs, 2023-2024.csv",Intergraph Corp,Sweden/Hexagon AB,$3000,$0,$3000
"data/Foreign Connected PACs, 2023-2024.csv",International Motors LLC (Volkswagen AG),Germany/Volkswagen Group,$24250,$9000,$15250
"data/Foreign Connected PACs, 2023-2024.csv",Ipsen Biopharmaceuticals,France/Ipsen SA,$48800,$23300,$22000
"data/Foreign Connected PACs, 2023-2024.csv",ITG Brands (Imperial Brands),UK/Imperial Brands,$47500,$28000,$18500
"data/Foreign Connected PACs, 2023-2024.csv",JBS USA,Brazil/JBS SA,$88000,$34000,$56500
"data/Foreign Connected PACs, 2023-2024.csv",John Hancock Life Insurance,Canada/Manulife Financial,$135100,$66000,$67100
"data/Foreign Connected PACs, 2023-2024.csv",Johnson Controls (Johnson Controls International),Ireland/Johnson Controls International,$200500,$107000,$93500
